id,context,question,answers,label
train_2408,"Many breakfast cereals are fortified with vitamin supplements. Some of these cereals provide 100 percent of the recommended daily requirement of vitamins. Nevertheless, a well-balanced breakfast, including a variety of foods, is a better source of those vitamins than are such fortified breakfast cereals alone.","Which of the following, if true, would most strongly support the position above?","['Cereals containing vitamin supplements are no harder to digest than similar cereals without added vitamins.', 'People who regularly eat cereals fortified with vitamin supplements sometimes neglect to eat the foods in which the vitamins occur naturally.', 'Unprocessed cereals are naturally high in several of the vitamins that are usually added to fortified breakfast cereals.', 'In many foods, the natural combination of vitamins with other nutrients makes those vitamins more usable by the body than are vitamins added in vitamin supplements.']",3
train_2409,"For years scientists have been scanning the skies in the hope of finding life on other planets. But in spite of the ever-increasing sophistication of the equipment they employ, some of it costing hundreds of millions of dollars, not the first shred of evidence of such life has been forthcoming. And there is no reason to think that these scientists will be anymore successful in the future, no matter how much money is invested in the search. The dream of finding extraterrestrial life is destined to remain a dream, as science' s experience up to this point should indicate.",Which one of the following most accurately states the main point of the argument?,"['Only if scientists had already found evidence of life on other planets would continued search be justified.', 'Scientists searching for extraterrestrial life will not find it.', 'There is no reason to believe that life exists on other planets.', 'The equipment that scientists employ is not as sophisticated as it should be.']",1
train_2410,"Theater critic: The theater is in a dismal state. Audiences are sparse and revenue is down. Without the audience and the revenue, the talented and creative people who are the lifeblood of the theater are abandoning it. No wonder standards are deteriorating. Producer: It' s not true that the theater is in decline. Don' t you realize that your comments constitute a self-fulfilling prophecy? By publishing these opinions, you yourself are discouraging new audiences from emerging and new talent from joining the theater.",Which one of the following is a questionable technique employed by the producer in responding to the critic?,"['accusing the critic of relying solely on opinion unsupported by factual evidence', 'relying on emphasis rather than on argument', ""challenging the motives behind the critic's remarks rather than the remarks themselves"", ""focusing on the effects of the critic's evaluation rather than on its content""]",3
train_2411,"James: In my own house, I do what I want. In banning smoking on passenger airlines during domestic flights, the government has ignored the airlines' right to set smoking policies on their own property. Eileen: Your house is for your own use. Because a passenger airline offers a service to the public, the passengers' health must come first.",The basic step in Eileen's method of attacking James' argument is to,"['establish an analogy', 'question its motivation', 'draw a distinction', 'derive a contradiction from it']",2
train_2412,"Advertisement: In a recent survey, a sample representative of all new Popelka Auto Insurance policyholders reported savings of $250 a year, on average, as a result of switching their auto insurance coverage to Popelka. Thus, most people who hold auto insurance policies with other companies could save hundreds of dollars by switching to Popelka.",The argument in the advertisement is most vulnerable to criticism on which one of the following grounds?,"['It takes for granted that the new Popelka Auto Insurance policyholders pay no less for their auto insurance, on average, than do people who have held Popelka Auto Insurance policies for a longer period of time.', 'It fails to address adequately the possibility that people capable of saving hundreds of dollars by switching their auto insurance coverage to Popelka are disproportionately represented among the new Popelka auto insurance policyholders.', 'It fails to address adequately the possibility that switching to another insurance company would enable many auto insurance policyholders to save even more money than they would save by switching to Popelka.', 'It takes for granted that few if any of the Popelka Auto Insurance policyholders surveyed underestimated how much they saved when they switched their auto insurance coverage to Popelka.']",1
train_2413,"Combustion of gasoline in automobile engines produces benzene, a known carcinogen. Environmentalists propose replacing gasoline with methanol, which does not produce significant quantities of benzene when burned. However, combustion of methanol produces formaldehyde, also a known carcinogen. Ttherefore the environmentalists' proposal has little merit.","Which one of the following, if true, most supports the environmentalists' proposal?","['The engines of some automobiles now on the road burn diesel fuel rather than gasoline.', 'Several large research efforts are underway to formulate cleaner-burning types of gasoline.', 'Formaldehyde is a less potent carcinogen than benzene.', 'Since methanol is water soluble, methanol spills are more damaging to the environment than gasoline spills.']",2
train_2414,"All savings accounts are interest-bearing accounts. The interest from some interest-bearing accounts is tax-free, so there must be some savings accounts that have tax-free interest.",Which one of the following arguments is flawed in a way most similar to the way in which the passage is flawed?,"['All great photographers are artists. Some artists are intellectuals. Ttherefore, some great photographers are intellectuals.', 'All great photographers are artists. No artists are intellectuals. Ttherefore, some great photographers must not be intellectuals.', 'All great photographers are artists. Some great photographers are intellectuals. Ttherefore, some artists must be intellectuals.', 'All great photographers are artists. All artists are intellectuals. Ttherefore, some great photographers must be intellectuals.']",0
train_2415,"A business analysis of the Appenian railroad system divided its long-distance passenger routes into two categories: rural routes and interurban routes. The analysis found that, unlike the interurban routes, few rural routes carried a high enough passenger volume to be profitable. Closing unprofitable rural routes, however, will not necessarily enhance the profitability of the whole system, since__.",Which of the following most logically completes the passage?,"[""not all of Appenia's large cities are equally well served by interurban railroad services"", 'the rural routes were all originally constructed at least one hundred years ago, whereas some of the interurban routes were constructed recently for new high-speed express trains', 'a large part of the passenger volume on interurban routes is accounted for by passengers who begin or end their journeys on rural routes', ""the greatest passenger volume, relative to the routes' capacity, is not on either category of long-distance routes but is on suburban commuter routes""]",2
train_2416,"Hendry: Most employee strikes should be legally permitted. But strikes by university faculty are an exception. Faculty strikes harm a university' s students, and I accept the principle that an employee strike shouldn' t be legally permitted if it would harm the employer' s customers. Menkin: If your principle is correct, then, contrary to what you claim, employee strikes should almost never be legally permitted.","On the basis of their statements, Hendry and Menkin are committed to disagreeing over whether","[""a university's students should be considered customers of the university"", ""faculty strikes harm a university's students"", ""most employee strikes would harm the employer's customers"", 'most employee strikes should be legally permitted']",2
train_2417,"Anthropologist: Violence is an extreme form of aggression, and is distinct from the self-expression sufficient for survival under normal conditions. Human beings in certain situations react to unpleasant stimuli with violence -- but only because they are conditioned by their culture to react in this manner.",Each of the following can be logically inferred from the anthropologist's statements EXCEPT:,"[""Violent behavior is a product of one's cultural environment."", 'The self-expression required for survival is generally nonagressive.', 'Some behaviors are influenced by the cultures in which human beings live.', 'Not all aggression is violent.']",1
train_2418,"Recently, highly skilled workers in Eastern Europe have left jobs in record numbers to emigrate to the West. It is ttherefore likely that skilled workers who remain in Eastern Europe are in high demand in their home countries.","Which one of the following, if true, most seriously weakens the argument?","['Eastern European factories prefer to hire workers from their home countries rather than to import workers from abroad.', 'Because of the departure of skilled workers from Eastern European countries, many positions are now unfilled.', 'Major changes in Eastern European economic structures have led to the elimination of many positions previously held by the highly skilled emigrants.', 'Eastern European countries plan to train many new workers to replace the highly skilled workers who have emigrated.']",2
train_2419,"During the day in Lake Constance, the zooplankton D. hyalina departs for the depths where food is scarce and the water cold. D. galeata remains near the warm surface where food is abundant. Even though D. galeata grows and reproduces much faster, its population is often outnumbered by D. hyalina.","Which of the following, if true, would help resolve the apparent paradox presented above?","[""D. galeata clusters under vegetation during the hottest part of the day to avoid the Sun's rays."", 'The number of species of zooplankton living at the bottom of the lake is twice that of species living at the surface.', 'In order to make the most of scarce food resources, D. hyalina matures more slowly than D. galeata.', 'Predators of zooplankton, such as whitefish and perch, live and feed near the surface of the lake during the day.']",3
train_2420,"Until now, only injectable vaccines against influenza have been available. Parents are reluctant to subject children to the pain of injections, but adults, who are at risk of serious complications from influenza, are commonly vaccinated. A new influenza vaccine, administered painlessly in a nasal spray, is effective for children. However, since children seldom develop serious complications from influenza, no significant public health benefit would result from widespread vaccination of children using the nasal spray.",Which of the following is an assumption on which the argument depends?,"['The injectable vaccine is affordable for all adults.', 'Adults do not contract influenza primarily from children who have influenza.', 'Any person who has received the injectable vaccine can safely receive the nasal-spray vaccine as well.', 'The new vaccine uses the same mechanism to ward off influenza as injectable vaccines do.']",1
train_2421,"To produce seeds, plants must first produce flowers. Two kinds of tarragon plants, Russian tarragon and French tarragon, look very similar except that Russian tarragon produces flowers and French tarragon does not. The leaves of Russian tarragon, however, lack the distinctive flavor that makes French tarragon a desirable culinary herb.","If the information presented is true, which of the following can most reliably be concluded on the basis of it?","['The flowers of Russian tarragon plants are probably not flavorful.', 'There are no other kinds of tarragon besides Russian tarragon and French tarragon', 'Garden plants that have flavorful leaves generally do not produce flowers.', 'Plants that grow from seeds sold in a packet labeled ""tarragon"" are not French tarragon.']",3
train_2422,"Voters commonly condemn politicians for being insincere, but politicians often must disguise their true feelings when they make public statements. If they expressed their honest views-about, say, their party's policies-then achieving politically necessary compromises would be much more difficult. Clearly, the very insincerity that people decry shows that our government is functioning well.","Which of the following, if true, most seriously undermines this reasoning?","[""A political party's policies could turn out to be detrimental to the functioning of a government."", 'Some political compromises are not in the best long-term interest of the government.', ""Some of the public statements made by politicians about their party's policies could in fact be sincere."", 'Achieving political compromises is not all that is necessary for the proper functioning of a government.']",3
train_2423,"Alcohol consumption has been clearly linked to high blood pressure, which increases the likelihood of developing heart disease. Yet in a study of the effects of alcohol consumption, the incidence of heart disease was lower among participants who drank moderate quantities of alcohol every day than it was among participants identified as nondrinkers.","Which one of the following, if true, most helps to resolve the apparent discrepancy in the information above?","['Some of the participants who drank moderate quantities of alcohol every day had high blood pressure.', 'Many of the participants identified as nondrinkers were people who had been heavy drinkers but had stopped drinking alcohol prior to participating in the study.', ""The two groups of participants were similar to each other with respect to the participants' age, sex, geographical origin, and economic background."", 'Because many people who do not drink alcohol are conscious of their health habits, they are likely to engage in regular exercise and to eat nutritionally well-balanced meals.']",1
train_2424,"To reduce the frequency of ground collisions, Innovair will begin giving its ground crews additional training, at an annual cost of $500, 000. Although this will cut the number of ground collisions by about half at best, the drop in repair costs can be expected to be much greater, since __ .","Which of the following most logically completes the argument? In a typical year, Innovair's airplanes are involved in 35 collisions while parked or being towed in airports, with a resulting yearly cost of $1, 000, 000 for repairs.","['most ground collisions have been caused by the least experienced ground-crew members', 'a ground collision typically occurs when there are no passengers on the airplane', 'the additional training will focus on helping ground crews avoid those kinds of ground collisions that cause the most costly damage', 'the $500, 000 cost figure for the additional training of ground crews includes the wages that those crews will earn during the time spent in actual training']",2
train_2425,"People who take what others regard as a ridiculous position should not bother to say, ""I mean every word! "" For either their position truly is ridiculous, in which case insisting that they are serious about it only exposes them to deeper embarrassment, or else their position has merit, in which case they should meet disbelief with rational argument rather than with assurances of their sincerity.",Which one of the following arguments is most similar in its reasoning to the argument above?,"['People whose taste in clothes is being criticized should not reply, ""Every penny I spent on these clothes I earned honestly. "" For the issue raised by the critics is not how the money was come by but rather whether it was spent wisely.', 'Scholars who champion unpopular new theories should not assume that the widespread rejection of their ideas shows that they ""must be on the right track. "" The truth is that few theories of any consequence are either wholly right or wholly wrong and thus there is no substitute for patient work in ascertaining which parts are right.', 'A practice that has been denounced as a poor practice should not be defended on the grounds that ""this is how we have always done it. "" If the practice is a poor one, so much the worse that it has been extensively used; if it is not a poor one, there must be a better reason for engaging in it than inertia.', 'People who are asked why they eat some of the unusual foods they eat should not answer, ""because that is what I like. "" This sort of answer will sound either naive or evasive and thus will satisfy no one.']",2
train_2426,"Cable-television spokesperson: Subscriptions to cable television are a bargain in comparison to ""free"" television. Remember that ""free"" television is not really free. It is consumers, in the end, who pay for the costly advertising that supports ""free"" television.","Which of the following, if true, is most damaging to the position of the cable-television spokesperson?","['Consumers who do not own television sets are less likely to be influenced in their purchasing decisions by television advertising than are consumers who own television sets.', 'Cable-television subscribers can choose which channels they wish to receive.', 'Subscriptions to cable television include access to some public-television channels, which do not accept advertising.', 'There is as much advertising on many cable television channels as there is on ""free"" television channels.']",3
train_2427,"Several recent studies establish that most people would not quit their jobs if they won the lottery. In each study, over 80 percent of the people surveyed indicated that they would not quit their jobs.","Each of the following, if true, weakens the argument EXCEPT:","['The people surveyed were all college students in first-year business courses.', 'In another recent study, the majority of respondents stated that they would quit their jobs as soon as they found out they had won the lottery.', 'People rarely tell the truth when responding to such surveys.', 'Several of the researchers performing the surveys had no background in business.']",3
train_2428,"Professor: A person who can select a beverage from among 50 varieties of cola is less free than one who has only these 5 choices: wine, coffee, apple juice, milk, and water. It is clear, then, that meaningful freedom cannot be measured simply by the number of alternatives available; the extent of the differences among the alternatives is also a relevant factor.",The professor's argument proceeds by,"['inferring one general principle from another, more general, principle', 'supporting its conclusion by means of an analogy', 'supporting a general principle by means of an example', 'claiming that whatever holds for each member of a group must hold for the whole group']",2
train_2429,"Ethicist: The penalties for drunk driving are far more severe when the drunk driver accidentally injures people than when no one is injured. Moral responsibility for an action depends solely on the intentions underlying the action and not on the action' s results. Ttherefore, legal responsibility, depending as it does in at least some cases on factors other than the agent' s intentions, is different than moral responsibility.",The claim that the penalties for drunk driving are far more severe when the drunk driver accidentally injures people than when no one is injured plays which one of the following roles in the ethicist's argument?,"[""It is a premise offered in support of the claim that moral responsibility depends solely on the intentions underlying the action and not on the action's result."", 'It is a premise offered in support of the claim that legal responsibility for an action is based solely upon features of the action that are generally unintended by the agent.', ""It is a premise offered in support of the claim that legal responsibility depends in at least some cases on factors other than the agent's intentions."", 'It is offered as an illustration of the claim that people may be held morally responsible for an action for which they are not legally responsible.']",2
train_2430,"Scientists hypothesized that the end of a certain geological period came about when a cataclysmic meteor impact near the equator caused debris to fly up into the atmosphere, where it was scattered by winds, blocking out the sunlight and abruptly killing off many species. In European rock layers, the fossil record of the boundary layer that marks the end of the period supports this picture of rapid, mass extinction of life. But the boundary layer in the Antarctic is much thicker, so that it appears that the extinction process there lasted a much longer time, contrary to what the hypothesis would have predicted.","Which one of the following, if true, resolves the apparent discrepancy noted above?","['It was recently discovered that Europe accumulated sediment at a slower rate than did the Antarctic region, so that a layer of sediment of a given thickness represents a longer period of time in Europe than it does in the Antarctic.', 'Although scientists have traditionally used the last appearance of creatures called ammonites to define the boundary layer, they recently found ammonites 20 meters above the previously identified boundary layer in the Antarctic.', 'The findings in Europe agree with data about the boundary layer from all other mid-latitude sites.', 'The rock layers in the Antarctic were examined many years after the rock layers in Europe.']",0
train_2431,"All known deposits of the mineral tanzanite are in Tanzania. Ttherefore, because Ashley collects only tanzanite stones, she is unlikely ever to collect a stone not originally from Tanzania.",Which one of the following is most similar in its reasoning to the argument above?,"['Frogs are the only animals known to live in the lagoon on Scrag Island. The diet of the owls on Scrag Island consists of nothing but frogs from the island. Ttherefore, the owls are unlikely ever to eat an animal that lives outside the lagoon.', 'Every frog ever seen on Scrag Island lives in the lagoon. The frogs on the island are eaten only by the owls on the island, and hence the owls may never eat an animal that lives outside the lagoon.', 'The lagoon on Scrag Island is home to many frogs. Since the owls on Scrag Island eat nothing but frogs from the island, the owls will probably never eat many frogs that live outside the lagoon.', 'The only frogs yet discovered on Scrag Island live in the lagoon. The diet of all the owls on Scrag Island consists entirely of frogs on the island, so the owls will probably never eat an animal that lives outside the lagoon.']",3
train_2432,"A letter submitted to the editor of a national newsmagazine was written and signed by a Dr. Shirley Martin who, in the text of the letter, mentions being a professor at a major North American medical school. Knowing that fewer than 5 percent of the professors at such schools are women, the editor reasons that the chances are better than 19 to 1 that the letter was written by a man.",Which one of the following involves flawed reasoning most like that used by the editor?,"['Since more than 19 out of every 20 animals in the wildlife preserve are mammals and fewer than 1 out of 20 are birds, there is a greater than 95 percent chance that the animal Emily saw flying between two trees in the wildlife refuge yesterday morning was a mammal.', ""More than 95 percent of the planes built by UBC last year met government standards for large airliners. Since small planes account for just under 5 percent of UBC's output last year, it is almost certain that all their large planes met government standards."", 'Since 19 out of 20 home computers are purchased primarily for use with computer games, and the first computer sold today was purchased solely for word processing, the next 19 computers sold will almost certainly be used primarily for computer games.', 'Fewer than 1 in 20 of the manuscripts submitted to Argon Publishing Co. are accepted for publication. Since only 15 manuscripts were submitted last week, there is almost no chance that any of them will be accepted for publication.']",0
train_2433,"A person with a type B lipid profile is at much greater risk of heart disease than a person with a type A lipid profile. In an experiment, both type A volunteers and type B volunteers were put on a low-fat diet. The cholesterol levels of the type B volunteers soon dropped substantially, although their lipid profiles were unchanged. The type A volunteers, however, showed no benefit from the diet, and 40 percent of them actually shifted to type B profiles.","If the information above is true, which one of the following must also be true?","['The reduction in cholesterol levels in the volunteers is solely responsible for the change in their lipid profiles.', 'Apart from adopting the low-fat diet, most of the volunteers did not substantially change any aspect of their lifestyle that would have affected their cholesterol levels or lipid profiles.', 'For at least some of the volunteers in the experiment, the risk of heart disease increased after having been put on the low-fat diet.', 'In the experiment, most of the volunteers had their risk of heart disease reduced at least marginally as a result of having been put on the diet.']",2
train_2434,"Conventional wisdom suggests vaccinating elderly people first in flu season, because they are at greatest risk of dying if they contract the virus. This year' s flu virus poses particular risk to elderly people and almost none at all to younger people, particularly children. Nevertheless, health professionals are recommending vaccinating children first against the virus rather than elderly people.","Which of the following, if true, provides the strongest reason for the health professionals' recommendation?","['Children who catch one strain of the flu virus and then recover are likely to develop immunity to at least some strains with which they have not yet come in contact.', 'Children are particularly unconcerned with hygiene and ttherefore are the group most responsible for spreading the flu virus to others.', 'Children are no more likely than adults to have immunity to a particular flu virus if they have never lived through a previous epidemic of the same virus.', 'Children are vulnerable to dangerous infections when their immune systems are severely weakened by other diseases.']",1
train_2435,"In the past the country of Malvernia has relied heavily on imported oil. Malvernia recently implemented a program to convert heating systems from oil to natural gas. Malvernia currently produces more natural gas each year than it uses, and oil production in Malvernian oil fields is increasing at a steady pace. If these trends in fuel production and usage continue, ttherefore, Malvernian reliance on foreign sources for fuel is likely to decline soon.",Which of the following would it be most useful to establish in evaluating the argument?,"['Have any existing oil-burning heating systems in Malvernia already been converted to natural-gas-burning heating systems?', ""What proportion of Malvernia's total energy needs is met by hydroelectric, solar, and nuclear power?"", 'Is the amount of oil used each year in Malvernia for generating electricity and fuel for transportation increasing?', 'Is Malvernia among the countries that rely most on imported oil?']",2
train_2436,"The cause of the wreck of the ship Edmund Fitzgeraid in a severe storm on lake Superior is still unknown , when the sunken wreckage of the vessel was found , searchers discovered the hull in two pieces lying close together , The storm' s violent waves would have caused separate pieces floating even briefly on the surface to drift apart. Ttherefore, the breakup of the hull can be ruled out as the cause of the sinking.",Which of the following is an assumption on which the argument depends?,"['If the ship broke up before sinking , the pieces of the hull would not have remained on the surface for very long', 'Under water currents at the time of the storm did not move the separated pieces of the hull together again .', 'Ships as large as the Edmund Fitzgerald rarely sink except in the most violent weather.', 'Pieces of the hull would have sunk more quickly than the intact hull would have']",1
train_2437,"The photographs that the store developed were quite unsatisfactory. The customer claims to have handled the film correctly. Neither the film nor the camera was defective. If a store does not process pictures properly, the customer is owed a refund, so if the customer' s claim is correct, the store owes her a refund.",The argument relies on assuming which one of the following?,"['If neither the film nor the camera was defective, and the customer handled the film correctly, then the store processed it improperly.', 'If pictures are taken with a defective camera, then it is not possible for the store to develop those pictures improperly.', ""If the customer's claim was not correct, then the store does not owe her a refund."", 'If the customer handled the film incorrectly, that is what caused the photographs that the store developed to be unsatisfactory.']",0
train_2438,"Anthropologist: Every human culture has taboos against eating certain animals. Some researchers have argued that such taboos originated solely for practical reasons, pointing out, for example, that in many cultures it is taboo to eat domestic animals that provide labor and that are ttherefore worth more alive than dead. But that conclusion is unwarranted; taboos against eating certain animals might instead have arisen for symbolic, ritualistic reasons, and the presence of the taboos might then have led people to find other uses for those animals.","In the argument, the anthropologist","['calls an explanation of a phenomenon into question by pointing out that observations cited as evidence supporting it are also compatible with an alternative explanation of the phenomenon', 'describes a hypothesis about the sequence of events involved in the origins of a phenomenon, and then argues that those events occurred in a different sequence', 'establishes that an explanation of a phenomenon is false by demonstrating that the evidence that had been cited in support of that explanation was inadequate', 'argues in support of one explanation of a phenomenon by citing evidence incompatible with a rival explanation']",0
train_2439,"John works five days each week except when on vacation or during weeks in which national holidays occur. Four days a week he works in an insurance company; on Fridays he works as a blacksmith. Last week there were no holidays, and John was not on vacation. Ttherefore, he must have worked in the insurance company on Monday, Tuesday, Wednesday, and Thursday last week.",Which one of the following is an assumption on which the argument depends?,"['Every day last week that John worked, he worked for an entire workday.', 'John does not take vacations in weeks in which national holidays occur.', 'John never takes a vacation of more than one week in length.', 'Last week John worked neither on Saturday nor on Sunday.']",3
train_2440,"The only songs Amanda has ever written are blues songs and punk rock songs. Most punk rock songs involve no more than three chords. So if the next song Amanda writes is not a blues song, it probably will not involve more than three chords.",The reasoning in which one of the following arguments is most similar to that in the argument above?,"['The only pets the Gupta family has ever owned are fish and parrots. Most parrots are very noisy. So if the next pet the Gupta family owns is a parrot, it will probably be very noisy.', 'All the pets the Gupta family has ever owned have been fish and parrots. Most parrots are very noisy. So any pet the Gupta family ever owns that is not a fish will probably be very noisy.', 'Every pet the Gupta family has ever owned has been a fish or a parrot. Most parrots are very noisy. So if the next pet the Gupta family owns is not a parrot, it will probably not be very noisy.', 'The Gupta family has never owned any pets other than fish and parrots. Most parrots are very noisy. So the next pet the Gupta family owns will probably be very noisy if it is not a fish.']",3
train_2441,"Traditionally, the foundations of houses were made of concrete. A builder is experimenting with using a hard plastic polymer for foundations. A foundation made with the polymer is about the same price to construct and install as is concrete foundation. Unlike concrete, the polymer will block all water flow and is not prone to cracking with age. The builder argues that houses built with the polymer foundation will last longer.",Which of the following must be studied in order to evaluate the argument presented above?,"['Whether consumers seeking to buy a house will trust a house with an alternate foundation.', 'Whether soil acidity, to which all stone is resistant, can dissolve the polymer.', 'How dry the soil in this region becomes during typical summer droughts.', 'Whether repairs to polymer foundations are more expensive than repairs to concrete foundations.']",1
train_2442,"For the first few weeks after birth, the dunnart has such poor control over its respiratory muscles that it cannot use them to breathe. Instead, this tiny marsupial breathes through its thin skin, which gradually thickens as the dunnart matures inside its mother' s pouch. The dunnart is unique among warm-blooded animals, the rest of which need thick skin throughout their lives to maintain body temperature and reduce water loss.","Which one of the following, if true, most helps explain how newborn dunnarts manage to survive despite their thin skins?","['Adult dunnarts experience more heat and water loss through their skin than other adult marsupials do.', ""The dunnart's body temperature is higher than that of many other warm-blooded animals."", ""Its mother's pouch keeps a newborn dunnart warm and reduces water loss through its skin."", ""The dunnart's respiratory muscles begin to develop a few days after birth.""]",2
train_2443,"Vitamin XYZ has long been a favorite among health food enthusiasts. In a recent large study, those who took large amounts of vitamin XYZ daily for two years showed on average a 40 percent lower risk of heart disease than did members of a control group. Researchers corrected for differences in relevant health habits such as diet.",Which one of the following inferences is most supported by the passage?,"[""Taking large amounts of vitamin XYZ daily over the course of one's adult life should be recommended to most adults."", 'Health food enthusiasts are probably correct in believing that large daily doses of multiple vitamins promote good health.', 'Those who take large doses of vitamin XYZ daily for the next two years will exhibit on average an increase in the likelihood of avoiding heart disease.', 'Taking large amounts of vitamins is probably worth risking the side effects.']",2
train_2444,"A recent study of several hundred female physicians showed that their tendency to develop coronary disease was inversely proportional to their dietary intake of two vitamins, folate and B6. The researchers concluded that folate and B6 inhibit the development of heart disease in women.","Which one of the following would, if true, most weaken the researchers'conclusion?","['Physicians are more likely than nonphysicians to know a great deal about the link between diet and health.', 'The foods that contain significant amounts of the vitamins folate and B6 also contain significant amounts of nonvitamin nutrients that inhibit heart disease.', 'The physicians in the study had not been screened in advance to ensure that none had preexisting heart conditions.', 'It is very unlikely that a chemical compound would inhibit coronary disease in women but not in men.']",1
train_2445,"Psychologist: Some astrologers claim that our horoscopes completely determine our personalities, but this claim is false. I concede that identical twins -- who are, of course, born at practically the same time -- often do have similar personalities. However, birth records were examined to find two individuals who were born 40 years ago on the same day and at exactly the same time -- one in a hospital in Toronto and one in a hospital in New York. Personality tests revealed that the personalities of these two individuals are in fact different.",Which one of the following is an assumption on which the psychologist's argument depends?,"['The personality differences between the two individuals cannot be explained by the cultural differences between Toronto and New York.', 'Astrologers have not subjected their claims to rigorous experimentation.', 'Complete birth records for the past 40 years were kept at both hospitals.', 'The geographical difference between Toronto and New York did not result in the two individuals having different horoscopes.']",3
train_2446,"In response to mounting public concern, an airplane manufacturer implemented a program with the well-publicized goal of reducing by half the total yearly amount of hazardous waste generated by its passenger-jet division. When the program began in 1994, the division' s hazardous waste output was 90 pounds per production worker; last year it was 40 pounds per production worker. Clearly, ttherefore, charges that the manufacturer' s program has not met its goal are false.",Which of the following is an assumption on which the argument depends?,"['The number of production workers assigned to the passenger-jet division was not significantly less in 1994 than it was last year.', 'The average number of weekly hours per production worker in the passenger-jet division was not significantly greater last year than it was in 1994.', 'Since 1994, other divisions in the company have achieved reductions in hazardous waste output that are at least equal to that achieved in the passenger-jet division.', 'The amount of nonhazardous waste generated each year by the passenger-jet division has not increased significantly since 1994.']",0
train_2447,"Philosopher: An action is morally right if it would be reasonably expected to increase the aggregate well-being of the people affected by it. An action is morally wrong if and only if it would be reasonably expected to reduce the aggregate wellbeing of the people affected by it. Thus, actions that would be reasonably expected to leave unchanged the aggregate well-being of the people affected by them are also right.",The philosopher's conclusion follows logically if which one of the following is assumed?,"['There are actions that would be reasonably expected to leave unchanged the aggregate well-being of the people affected by them.', 'Any action that is not morally wrong is morally right.', 'Only right actions have good consequences.', 'Only wrong actions would be reasonably expected to reduce the aggregate well-being of the people affected by them.']",1
train_2448,"Zoologist: Plants preferentially absorb heavy nitrogen from rainwater. Heavy nitrogen consequently becomes concentrated in the tissues of herbivores, and animals that eat meat in turn exhibit even higher concentrations of heavy nitrogen in their bodily tissues. We compared bone samples from European cave bears of the Ice Age with blood samples from present-day bears fed meat-enriched diets, and the levels of heavy nitrogen present in these samples were identical. Thus, the prehistoric European cave bears were not exclusively herbivores.","Which one of the following, if true, would most strengthen the zoologist's argument?","['Bone samples from present-day bears fed meat-enriched diets exhibit the same levels of heavy nitrogen as do their blood samples.', 'Plants can also absorb heavy nitrogen from a variety of sources other than rainwater.', 'The level of heavy nitrogen in the bones of any bear fed a meat-enriched diet is the same as that in the bones of any other meat-eating bear.', 'The same number of samples was taken from present-day bears as was taken from Ice Age cave bears.']",0
train_2449,"The total number of book titles published annually in North America has approximately quadrupled since television first became available. Retail sales of new titles, as measured in copies, increased rapidly in the early days of television, though the rate of increase has slowed in recent years. Library circulation has been flat or declining in recent years.",Which one of the following is most strongly supported by the information above?,"['Television has, over the years, brought about a reduction in the amount of per capita reading in North America.', 'Book publishers in North America now sell fewer copies per title than they sold in the early days of television.', 'The availability of television does not always cause a decline in the annual number of book titles published or in the number of books sold.', 'The introduction of television usually brings about a decrease in library use.']",2
train_2450,"The radio station claims that its new format is popular with listeners because more than three-quarters of the listeners who call in requests to the station say they are pleased with the format. This, however, is hardly conclusive. It would be like trying to determine whether a political candidate is popular with voters by interviewing only those people who have already decided to vote for the candidate.",The argument proceeds by,"['claiming that an inference leads to a contradiction in order to show that the inference is unreasonable', 'referring to an inference that is clearly flawed in order to undermine an analogous inference', 'questioning the legitimacy of an inference by proposing a more reasonable inference that could be drawn from the evidence', 'providing a direct counterexample to a conclusion in order to show that the conclusion is false']",1
train_2451,"Professor: The most important function of epic poetry is to transmit the values by which a group of people is to live. This transmission is accomplished not by an explicit discussion of those values, but rather by their embodiment in heroic figures, who are presented as role models. Imitating those role models gives meaning and direction to the lives of those who hear the poems.","If the professor's statements are true, which one of the following must also be true?","['An important function of poetry is to give meaning and direction to the lives of those who hear or read it.', 'Only epic poetry presents heroic figures as role models that, if imitated, give meaning and direction to the lives of those who hear it.', 'For many groups of people, heroic figures serve as role models embodying the values by which those people are to live.', 'Epic poems accomplish their most important function by presenting heroic figures as role models.']",3
train_2452,"The experts who now assure us that genetically engineered plants are harmless are the same experts who claimed that introducing non-native plants into the wild was a good idea. It is too late to be skeptical now that some non-native plants have become a serious problem. But we should conclude, while we still have time, that genetically engineered plants will also be harmful.",The flawed reasoning in which one of the following most closely parallels the flawed reasoning in the argument above?,"['Children who beg and plead with their parents to buy them trendy toys are the same children who begged for trendy toys last year. I conclude that parents ought to ignore such pleadings and simply buy traditional toys.', ""The film critics who called Meisner's last film brilliant are the same ones who are calling her new film confused and boring. But because Meisner's last film was excellent I conclude that this one will be also."", 'The same people who complain that taxes are too high complain that the government does not provide enough services. We should conclude that high taxes and big government go together.', 'The economists who tell us that the current economic expansion will soon be over are the same economists who failed to predict the end of the last recession. Wise investors will conclude that the expansion will continue for some time.']",3
